TEXT_2_WARPOD_SQUADRON,#2 Эскадрилья боевых капсул
TEXT_TOOLTIP_MARAUDER_SQUADRON,Бойцы: 0,5/0,5
TEXT_TOOLTIP_MARAUDER_WEAP1,1x Тяжелый турболазер: 2 / 5,0 с / 7,0 км
TEXT_TOOLTIP_MARAUDER_WEAP2,3 легких двойных турболазера: 2 / 5,0 с / 5,0 км
TEXT_TOOLTIP_MC80_HOT_DEFENDER,Ранний вариант крупных исследователей дальнего космоса и авианосцев, получивший название Home One. Эта конфигурация используется в первую очередь в качестве военного средства, увеличивая вооружение для выполнения основной задачи в качестве корабля защиты системы. Не так опасны, как полностью переоборудованные звездные крейсеры и десантные корабли, которые появятся позже в этой линии.
TEXT_TOOLTIP_MC80_HOT_DEFENDER_HULL,Корпус: 13580
TEXT_TOOLTIP_MC80_HOT_DEFENDER_MOVE,Скорость: 2,45 | Ускорение: 0,05 | Поворот: 0,15
TEXT_TOOLTIP_MC80_HOT_DEFENDER_SHIELD,Щиты: 11250 /
TEXT_TOOLTIP_MC80_HOT_DEFENDER_SQUADRON,Истребители: 1 / 2 | Бомбардировщики: 1 / 2
TEXT_TOOLTIP_MC80_HOT_DEFENDER_WEAP1,8 средних двойных турболазеров: 2/2,22 с/6,6 км
TEXT_TOOLTIP_MC80_HOT_DEFENDER_WEAP2,8 средних ионных пушек: 2/2,22 с/6,6 км
TEXT_TOOLTIP_MC80_HOT_DEFENDER_WEAP3,8 средних лазерных пушек: 2/0,50 с/4,6 км
TEXT_TOOLTIP_MC80_HOT_LINER,Подкласс Home One линейки MC80, разработанный мон-каламари для исследования глубокого космоса и первого контакта с инопланетными видами, был одним из крупнейших кораблей, созданных мон-каламари до начала Галактической гражданской войны. Каждый лайнер был уникальным, хотя все они имели примерно одинаковую базовую конструкцию, поскольку Мон-Каламари проектировал и производил каждый корабль как отдельный, а не серийный экземпляр корабля одного класса. Несмотря на свою гражданскую роль, эти лайнеры все же обладали вооружением и достойной защитой, позволяющей кораблю защититься от пиратов.
TEXT_TOOLTIP_MC80_HOT_LINER_HULL,Корпус: 12000
TEXT_TOOLTIP_MC80_HOT_LINER_MOVE,Скорость: 2,45 | Ускорение: 0,05 | Поворот: 0,15
TEXT_TOOLTIP_MC80_HOT_LINER_SHIELD,Щиты: 12500 /
TEXT_TOOLTIP_MC80_HOT_LINER_SQUADRON,Истребители: 2/2 | Бомбардировщики: 2 / 2
TEXT_TOOLTIP_MC80_HOT_LINER_WEAP1,8 средних турболазеров: 2/2,22 с/6,6 км
TEXT_TOOLTIP_MC80_HOT_LINER_WEAP2,8 средних ионных пушек: 2/2,22 с/6,6 км
TEXT_TOOLTIP_MERCENARY_COMPANY,Компания: 36x Наемник
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP1,24 бластерных винтовки: 1/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP2,4 легких повторяющихся бластера: 5/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP3,4 пусковые установки тяжелых AV-ракет: 1/9,0 с/320 м
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP4,4 легкие противовоздушные ракетные установки: 1/9,0 с/280 м
TEXT_TOOLTIP_MERCENARY_COMPANY_WEAP5,4 звуковых гранаты: 1/15,0 с/200 м
TEXT_TOOLTIP_MERCENARY_HEALTH,Здоровье: 19
TEXT_TOOLTIP_MERCENARY_LEADER_HEALTH,Здоровье: 22
TEXT_TOOLTIP_MERCENARY_MOVE,Скорость: 0,9
TEXT_TOOLTIP_MERCENARY_SQUAD,Отряд: 9 наемников
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP1,6 бластерных винтовок: 1/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP2,1 легкий многократный бластер: 5/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP3,1 пусковая установка для тяжелых AV-ракет: 1/9,0 с/320 м
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP4,1 легкая AV-ракетная установка: 1/9,0 с/280 м
TEXT_TOOLTIP_MERCENARY_SQUAD_WEAP5,1 звуковая граната: 1/15,0 с/200 м
TEXT_TOOLTIP_MERCENARY_WEAP1,1 бластерная винтовка «Огненное копье»: 1/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_WEAP2,1x многозарядный бластер DLT-20A: 5/1,0 с/240 м
TEXT_TOOLTIP_MERCENARY_WEAP3,1x пусковая установка РПС-6: 1/9,0 с/280 м
TEXT_TOOLTIP_MERCENARY_WEAP4,1x пусковая установка MiniMag PTL: 1/9,0 с/320 м
TEXT_TOOLTIP_MERCENARY_WEAP5,1 звуковая граната: 1/15,0 с/200 м
TEXT_TOOLTIP_MIKA,Мика был младшим сыном Попары, который жил скрытой и разочарованной жизнью хатта, который мог прикоснуться к Силе, но некому было его обучать. Он отверг стремление своего отца заниматься законным бизнесом и создал модифицированный штамм Glitterstim и подпольную сеть для его распространения. С помощью этой новой приправы «Буря» Мика смог поймать в ловушку джедая и с энтузиазмом начал изучать методы Силы и светового меча.
TEXT_TOOLTIP_MILITARY_SOLDIER,Местные воинские части, принадлежащие планетарным и секторальным органам управления. Прилично оснащен купленным обычным снаряжением и полевой броней. В целом приличная линейная пехота по галактическим стандартам и превосходит плохо оснащенные войска из более бедных или примитивных регионов.
TEXT_TOOLTIP_MILITARY_SOLDIER_CAPTAIN_HEALTH,Здоровье: 20
TEXT_TOOLTIP_MILITARY_SOLDIER_COMPANY,Рота: 40 местных военных солдат
TEXT_TOOLTIP_MILITARY_SOLDIER_COMPANY_WEAP1,28 бластерных винтовок: 1/1,0 с/240 м
TEXT_TOOLTIP_MILITARY_SOLDIER_COMPANY_WEAP2,4 пусковые установки тяжелых AV-ракет: 1/9,0 с/320 м
TEXT_TOOLTIP_MILITARY_SOLDIER_COMPANY_WEAP3,8 легких многократных бластеров: 5 / 1,0 с / 240 м.
TEXT_TOOLTIP_MILITARY_SOLDIER_COMPANY_WEAP4,8 тепловых гранат: 1/15,0 с/200 м
TEXT_TOOLTIP_MILITARY_SOLDIER_HEALTH,Здоровье: 16
TEXT_TOOLTIP_MILITARY_SOLDIER_MOVE,Скорость: 1,0
TEXT_TOOLTIP_MILITARY_SOLDIER_SQUAD,Отряд: 10 местных военных солдат
TEXT_TOOLTIP_MILITARY_SOLDIER_SQUAD_WEAP1,7 бластерных винтовок: 1/1,0 с/240 м
TEXT_TOOLTIP_MILITARY_SOLDIER_SQUAD_WEAP2,1 пусковая установка для тяжелых AV-ракет: 1/9,0 с/320 м
TEXT_TOOLTIP_MILITARY_SOLDIER_SQUAD_WEAP3,2 легких многозарядных бластера: 5 / 1,0 с / 240 м.
TEXT_TOOLTIP_MILITARY_SOLDIER_SQUAD_WEAP4,2x Термическая граната: 1/15,0 с/200 м
TEXT_TOOLTIP_MILITARY_SOLDIER_WEAP1,1 бластерная винтовка A280: 1/1,0 с/240 м
TEXT_TOOLTIP_MILITARY_SOLDIER_WEAP2,1x пусковая установка MiniMag PTL: 1/9,0 с/320 м
TEXT_TOOLTIP_MILITARY_SOLDIER_WEAP3,1x многозарядный бластер DLT-20A: 5/1,0 с/240 м
TEXT_TOOLTIP_MILITARY_SOLDIER_WEAP4,1x Термическая граната: 1/15,0 с/200 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_COMPANY_WEAP1,10 легких AV-лазерных пушек: 1/1,0 с/240 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_COMPANY_WEAP2,10 легких сотрясающих гранат: 1/15,0 с/200 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_MOVE,Скорость: 1,4
TEXT_TOOLTIP_MINOR_SHELL_HUTT_SQUAD_WEAP1,5 легких AV-лазерных пушек: 1/1,0 с/240 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_SQUAD_WEAP2,5 легких сотрясающих гранат: 1/15,0 с/200 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_WEAP1,1 легкая AV-лазерная пушка: 1/1,0 с/240 м
TEXT_TOOLTIP_MINOR_SHELL_HUTT_WEAP2,1x Легкая сотрясающая граната: 1/15,0 с/200 м
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY,Более тяжелая конфигурация корабля класса «Менестрель», оснащенная оружием, подходящим для поражения других крупных кораблей. Рассматривает использование в качестве летающей крепости или личного роскошного судна отдельными хаттами. Хотя он хорошо защищен для своего размера, он несколько медленный.
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_CW_WEAP1,2 средних турболазера: 2/3,33 с/6,0 км
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_GCW_WEAP1,2 легких турболазера: 2/3,33 с/5,0 км
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_GCW_WEAP2,2 легкие ионные пушки: 2 / 3,33 с / 5,0 км
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_HULL,Корпус: 900
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_MOVE,Скорость: 3,5 | Ускорение: 0,175 | Поворот: 0,4
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_SHIELD,Щиты: 700 /
TEXT_TOOLTIP_MINSTREL_YACHT_HEAVY_SQUADRON,Бойцы: 0,5/0
TEXT_TOOLTIP_MINSTREL_YACHT_LIGHT,Уменьшенная версия корабля класса «Менестрель», оснащенная лазерными пушками для защиты от меньших кораблей и приближающихся снарядов. Рассматривает использование в качестве личного курьера или мобильного командного центра отдельными хаттами. Как и другие модели этой серии, он хорошо защищен для своих размеров, но медленный.
TEXT_TOOLTIP_MINSTREL_YACHT_LIGHT_HULL,Корпус: 700
TEXT_TOOLTIP_MINSTREL_YACHT_LIGHT_MOVE,Скорость: 3,5 | Ускорение: 0,175 | Поворот: 0,4
